;ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;COM:Name;COM:OpeningHours;COM:Price;COM:Telephone;COM:Url;LOC:Id;LOC:Latitude;LOC:Longitude;ADD:Id;ADD:City;ADD:Commune;ADD:PostalCode;ADD:Province;ADD:Street;ADD:StreetNumber
11;;Stadio del Fondo di Lago di Tesero;False;Situato al centro della Val di Fiemme, lo Stadio del Fondo di Lago di Tesero si trova a un’altitudine di circa 1.000 m.s.l.d.m. Già teatro di ben tre Campionati del Mondo di Sci Nordico, lo stadio presenta strutture nuove e all’avanguardia, oltre che piste di lunghezza e grado di difficoltà diversa. Recentemente, la struttura è stata arricchita con la costruzione del poligono di tiro, permettendo così allo Stadio di ospitare anche gare di biathlon.;impiantosci;;;;0;;;;46.28242112351411;11.52382518929917;;Lago di Tesero;;38038;;via Stazione ;4
12;;Palazzo del Ghiaccio «Gianmario Scola»;False;Il Palazzo del Ghiaccio «Gianmario Scola» si trova ad Alba di Canazei, una delle destinazioni sciistiche alpine più famose a livello mondiale, situata a un’altitudine di 1460 m.s.l.d.m. Dotato di una capienza di 2.500 spettatori e di un campo di gioco di 30 x 60 m, questo stadio ha già ospitato diverse partite del campionato di Serie A di hockey su ghiaccio ed è il campo di casa della Sportiva Hockey Club Fassa.;stadioghiaccio;;;;0;;;;46.46179584266813;11.78428310124411;;Alba di Canazei;;38030;;Streda de Doleda, ;10
13;;Bar da Gigi;False;;bar;;;;0;;;;46.126493;11.246791;;BASELGA DI PINE';;38042;;Fr. Miola, Via dei Caduti nr. ;24
14;;POLIAMBULATORIO LASES;False;;servizisanitari;;;;0;+39 0461 686121;;;46.145526;11.220262;;LASES;;38040;;VIA PRINCIPALE, ;56
15;;Giovannini Roberto;False;;abbigliamento;;;;0;;;;46.131138;11.245898;;BASELGA DI PINE';;38042;;Via C. Battisti nr. ;29
16;;ZENDRON LUIGINO;False;;alimentari;;;;0;;;;46.161014;11.186613;;LISIGNAGO;;38030;;Via della galleria, ;9
17;;Alimentari di Betti Valerio;False;;alimentari;;;;0;;;;46.144245;11.193966;;ALBIANO;;38041;;Via D.L.Albasini n.;5
18;;CANTINA PELZ;False;;prodottitipici;;;;0;+39 0461 683051 +39 348 5900192 ;;;46.169333;11.217748;;CEMBRA;;38034;;Loc. Cavade, ;3
19;;Anesi Alessandro;False;;bar;;;;0;;;;46.13239;11.247135;;BASELGA DI PINE';;38042;;Via C. Battisti nr. ;63
20;;Bel Bait;False;;bar;;;;0;+39 0461 684111  +39 0461 246480;;;46.162608;11.131155;;GIOVO;;38030;;Fr. Palù, Loc. Santa Croce;
21;;MONTECROCE;False;;ristorante;;;;0;+39 0461 556603;www.hotelmontecroce.it;;46.1826;11.3259;;BEDOLLO;;38043;;PIAZZA ROSMINI, Fraz. BRUSAGO ;6
22;;Gasperat Angela;False;;parrucchiera;;;;0;;;;46.175583;11.220356;;CEMBRA;;38034;;Via P.Giovanella,;7
23;;POLIAMBULATORIO GRAUNO;False;;servizisanitari;;;;0;;;;46.220313;11.29388;;GRAUNO;;38030;;P.ZZA MUNICIPIO, ;3
24;;ALIMENTARI MATTIVI AOFELIA;False;;alimentari;;;;0;;;;46.154355;11.309748;;BEDOLLO;;38043;;Fraz. Regnana, Via A. Diaz, ;7
25;;BAR ESSO;False;;bar;;;;0;;;;46.150383;11.222351;;LONA-LASES;;38040;;via Nazionale n.;59
26;;Alimentari da Sandro;False;;alimentari;;;;0;;;;46.230069;11.297689;;GRAUNO;;38030;;Piazza Michei, ;5
27;;AUTOFFICINA TECNOAUTO SNC DI GOTTARDI DAVIDE E FABIAO (CEMBRA);False;;automoto;;;;0;+39 0461 680130;;;46.169251;11.210193;;CEMBRA;;38034;;LOCALITA' PREDOLE, CEMBRA ;21
28;;POLIAMBULATORIO BASELGA DI PINE';False;;servizisanitari;;;;0;;;;46.127995;11.24419;;BASELGA DI PINE';;38042;;VIA DEL MAGGIO, ;10
29;;GIOVANNINI EGIDIO;False;;appartamentovacanze;;;;0;+39 0461 557029 ;;;46.1305;11.2461;;;;38042;;Via dei Caduti,;2
30;;CARROZZERIA SB (CIVEZZANO);False;;automoto;;;;0;+39 0461 857016 / +39 345 3162523;;;46.081964;11.202111;;CIVEZZANO;;38045;;LOCALITA' MOCHENA, CIVEZZANO ;19
31;;POLIAMBULATORIO BEDOLLO;False;;servizisanitari;;;;0;;;;46.161666;11.303384;;BEDOLLO;;38043;;VIA GIUSEPPE VERDI, Fraz. CENTRALE ;35
32;;CAFFE' BREAK;False;;bar;;;;0;;;;46.145899;11.219779;;LONA-LASES;;38040;;via Nazionale n.;46
33;;BEAUTY (LISIGNANO);False;;negozio;;;;0;+39 0461 683737;;;46.160548;11.187638;;LISIGNAGO;;38030;;VIA PORTICO, ;111
34;;INTERNET POINT DI ALBIANO;False;;wifi;;;;0;+39 0461 689033;;;46.14318;11.194926;;ALBIANO;;38041;;VIA PISETTA, ALBIANO ;2
35;;IORIATTI NORMA;False;;appartamentovacanze;;;;0;"+39 0461 557013; +39 0461 557061  ";;;46.1341;11.2475;;;;38042;;Corso Roma, ;99
36;;CONDOMINIO PERLA;False;;appartamentovacanze;;;;0;+39 335 451478 ;;;46.230278;11.300556;;;;38030;;Via Al Pian, ;2
37;;Bianco;False;;bar;;;;0;;;;46.134553;11.248063;;BASELGA DI PINE';;38042;;Corso Roma, ;121
38;;CARROZZERIA TOMASI G. (BASELGA DI PINE');False;;automoto;;;;0;+39 0461 553057 / +39 335 6315520;;;46.126967;11.259296;;BASELGA DI PINE';;38042;;VIA DEI FOVI, Fraz. MIOLA ;50
39;;NORMA (BASELGA DI PINE');False;;parrucchiera;;;;0;+39 0461 557013 / +39 349 0685474;;;46.134296;11.247468;;BASELGA DI PINE';;38042;;CORSO ROMA, ;103
40;;OFFICINA SEVEGNANI (ALBIANO);False;;automoto;;;;0;+39 0461 689728;;;46.141796;11.195371;;ALBIANO;;38041;;VIA ROMA, ALBIANO ;26
41;;Gioielleria Andreatta Sas ;False;;negozio;;;;0;;;;46.13412;11.247143;;BASELGA DI PINE';;38042;;Corso Roma nr. ;72
42;;AUTOFFICINA VALENTINI DI VALENTINI DAVIDE (BASELGA DI PINE');False;;automoto;;;;0;+39 0461 557346 / +39 348 3029439;;;46.15039;11.271371;;BASELGA DI PINE';;38042;;FRAZIONE CAMPOLONGO, BASELGA DI PINE' ;114
43;;ALBERGO VILLA ANITA;False;;hotel;;;;0;+39 0461 557106;www.albergovillaanita.it;;46.1335;11.2487;;BASELGA DI PINE';;38042;;VIA DEL FÒSCH, ;21
44;;Famiglia Cooperativa di Lona ;False;;alimentari;;;;0;;;;46.160113;11.234057;;LONA-LASES;;38040;;via Provinciale,;23
45;;EUROPA;False;;ristorante;;;;0;+39 0461 683032;www.hoteleuropacembra.it;;46.1716;11.2199;;CEMBRA;;38034;;VIA SAN CARLO, ;19
46;;Svaldi Francesca;False;;profumeria;;;;0;;;;46.135029;11.249345;;BASELGA DI PINE';;38042;;Viale della Serraia nr. 5/A.;
47;;Colibri Artigianato;False;;souvenir;;;;0;;;;46.132386;11.244372;;BASELGA DI PINE';;38042;;Corso Roma nr. ;23
48;;FAMIGLIA COOPERATIVA PERGINESE S.C.A.R.L.;False;;alimentari;;;;0;;;;46.105933;11.18465;;CIVEZZANO;;38048;;FRAZIONE S. AGNESE,    ;22
49;;DISTRIBUTORE DI CARBURANTI;False;;stazioneservizio;;;;0;;;;46.15052;11.22256;;LONA-LASES;;38040;;via Nazionale, ;61
50;;INTERNET POINT DI BASELGA DI PINE';False;;wifi;;;;0;+39 0461 557951;;;46.127995;11.24419;;BASELGA DI PINE';;38042;;VIA DEL MAGGIO, ;10
51;;GIACOMOZZI;False;;ristorante;;;;0;+39 0461 686100;;;46.186722;11.26064;;SEGONZANO;;38047;;Loc. Stedro, ;12
52;;Itinerario Riserva Naturalistica del Laghestel;False;"Questo percorso ad anello si svolge in gran parte all`interno della zona umida protetta del Laghestel.""";attrazionenaturale;;;;0;;;;46.129722;11.243889;;;;;;;
53;;WELLNESS HOTEL BELVEDERE WELLNESS & FAMILY;False;;wellness;;;;0;+39 0461 557750;;;46.0959;11.2345;;BASELGA DI PINE';;38042;;VIA D. TARGA, Fraz. MONTAGNAGA ;45
54;;Sottobosco;False;;prodottitipici;;;;0;;;;46.082876;11.200151;;CIVEZZANO;;38063;;Località Sille, ;1
55;;DALLAPORTA LUIGI ;False;;alimentari;;;;0;;;;46.160524;11.1877;;LISIGNAGO;;38030;;Via del Portico,  ;110
56;;Famiglia Coperativa;False;;alimentari;;;;0;;;;46.207829;11.268043;;VALDA;;38030;;Via Centrale, ;42
57;;HAPPY RANCH SALOON;False;;ristorante;;;;0;+39 0461 683518  +39 347 9192665;;;46.194559;11.208489;;CEMBRA;;38034;;Loc. Lago Santo;
58;;Alpino;False;;bar;;;;0;;;;46.131895;11.243409;;BASELGA DI PINE';;38042;;Corso Roma, ;3
59;;DA GIGI;False;;ristorante;;;;0;+39 0461 557248;;;46.126448;11.246784;;BASELGA DI PINE';;38042;;Fr. Miola - Via dei Caduti, ;24
60;;WELLNESS HOTEL ALLE PIRAMIDI;False;;wellness;;;;0;+39 0461 686106;www.piramidihotel.it;;46.187355;11.2584;;SEGONZANO;;38047;;FRAZIONE SCANCIO, Fraz. SCANCIO ;24
61;;ALPINO;False;;ristorante;;;;0;+39 0461 557204;;;46.131895;11.243409;;BASELGA DI PINE';;38042;;Corso Roma, ;3
62;;Famiglia coop. Giovo ;False;;alimentari;;;;0;;;;46.157293;11.152477;;GIOVO;;38031;;fraz. Verla, Via Principe Umberto, ;1
63;;TAVOLA CALDA DO SPAGHI;False;;ristorante;;;;0;+39 328 0475981 +39 380 3689810;;;46.168389;11.247134;;SEGONZANO;;38047;;Fr. Sevignano, ;68
64;;EXTREME PIZZA;False;;ristorante;;;;0;+39 0461 857160;;;46.09015;11.181437;;CIVEZZANO;;38045;;Via Murialdo, 1/b.;
65;;SWEET COFFEE;False;;bar;;;;0;;;;46.083337;11.199099;;CIVEZZANO;;38056;;FRAZIONE MOCHENA,     4/A.;
66;;Cafè Centro;False;;bar;;;;0;;;;46.157014;11.152638;;GIOVO;;38030;;Fraz. Verla,  Via principe umberto, ;2
67;;TALPA;False;;pizzeria;;;;0;+39 0461 557202;;;46.12722;11.249635;;BASELGA DI PINE';;38042;;Fr. Miola  Via della Cros, ;7
68;;AGRITUR AI SERCI;False;;agriturismo;;;;0;+39 338 3035723;www.agrituraiserci.it;;46.163889;11.14;;GIOVO;;38030;;FR. SERCI, 8/a.;
69;;DR. LUCA SIGHEL (BASELGA DI PINE');False;;dentista;;;;0;+39 0461 553103;;;46.134057;11.248508;;BASELGA DI PINE';;38042;;VIA C. BATTISTI, ;105
70;;APICOLTURA GOCCE D'ORO;False;;prodottitipici;;;;0;;;;46.158166;11.288884;;BEDOLLO;;38043;;Fraz. Piazze, Via G.Marconi, ;35
71;;Supermercato Fratelli Ravelli;False;;alimentari;;;;0;;;;46.133698;11.246164;;BASELGA DI PINE';;38042;;Corso Roma nr. ;47
72;;DISTILLERIA GIACOMOZZI RENZO;False;;prodottitipici;;;;0;+39 0461 686100;;;46.186722;11.26064;;SEGONZANO;;38047;;Loc. Stedro, ;12
73;;HOTEL 2 PINI;False;;ristorante;;;;0;+39 0461 557030;www.hotelduepini.net;;46.123772;11.242033;;BASELGA DI PINE';;38042;;VIA DEL MAGGIO, Fraz. VIGO DI BASELGA ;24
74;;BAITA ALPINA;False;;ristorante;;;;0;+39 0461 556033;;;46.169799;11.302225;;BEDOLLO;;38043;;Loc. Pec, ;27
75;;SAUCH;False;;ristorante;;;;0;+39 0461 683768  +39 335 5933061;;;46.214783;11.192523;;GIOVO;;38030;;Loc. Sauch;
76;;QUASI BAR;False;;bar;;;;0;;;;46.088535;11.182719;;CIVEZZANO;;38055;;VIA MILANA,    ;12
77;;Dalvit Tarcisio;False;;alimentari;;;;0;;;;46.177994;11.22557;;CEMBRA;;38034;;Viale B.Bonfanti, ;9
78;;GATTI CARLA;False;;appartamentovacanze;;;;0;+39 0461 557254;;;46.136944;11.248333;;;;38042;;Piazzetta dei Conti di Schreck,  Fr. Ricaldo ;31
79;;Due camini;False;;bar;;;;0;;;;46.126021;11.243774;;BASELGA DI PINE';;38042;;Via del Maggio, ;65
80;;ANDREATTA ANDREA (BASELGA DI PINE');False;;negozio;;;;0;+39 347 2310133;;;46.12559;11.248925;;BASELGA DI PINE';;38042;;VIA DEI BROILI, Fraz. MIOLA ;6
81;;TIROL;False;;ristorante;;;;0;+39 0461 698377;www.hotel-tirol.it;;46.2173;11.3267;;SOVER;;38048;;Fr. Montesover, Via D. Santuari, ;3
82;;AZIENDA AGRICOLA ZANOTELLI ELIO & F.LLI;False;;prodottitipici;;;;0;+39 0461 683131;;;46.174803;11.221179;;CEMBRA;;38034;;V.le Novembre,  ;52
83;;POLIAMBULATORIO ALBIANO;False;;servizisanitari;;;;0;;;;46.144855;11.193287;;ALBIANO;;38041;;VIA S. ANTONIO, ;30
84;;Tabacchi Fadanelli Danilo;False;;tabacchino;;;;0;;;;46.175185;11.220214;;CEMBRA;;38034;;Piazza Marconi, ;8
85;;BAR SPORT;False;;bar;;;;0;;;;46.144968;11.192928;;ALBIANO;;38041;;via S.Antonio n.;11
86;;AGRITURISMO DELLA GENS PAOLAZZI;False;;agriturismo;;;;0;+39 0461 683424 ;;;46.204703;11.23147;;FAVER;;38030;;Loc. Ponciach, ;7
87;;INTERNET POINT DI GIOVO;False;;wifi;;;;0;+39 0461 684735;;;46.157627;11.154821;;GIOVO;;38030;;VIA GREC, Fraz. VERLA ;2
88;;SALONE SONIA (SEGONZANO);False;;parrucchiera;;;;0;+39 349 5213807;;;46.170105;11.246834;;SEGONZANO;;38047;;FRAZIONE SEVIGNANO, 70/B.;
89;;Negozio Jolly ;False;;negoziosport;;;;0;+39 0461 557394;;;46.132765;11.247304;;BASELGA DI PINÉ;;38042;;via cesare battisti, ;68
90;;Pinetana;False;;gelateria-pasticceria;;;;0;;;;46.13385;11.246569;;BASELGA DI PINE';;38042;;Corso Roma nr. ;61
91;;LA VECCHIA SEGHERIA;False;;ristorante;;;;0;+39 0461 558651;;;46.133657;11.24747;;BASELGA DI PINE';;38042;;Vicolo delle Roge, ;7
92;;PIZZERIA BAR CENTRALE (BEDOLLO);False;;pizzeria;;;;0;+39 0461 556625;;;46.160929;11.302517;;BEDOLLO;;38043;;VIA VERDI, ;46
93;;Dallapiccola Sara;False;;abbigliamento;;;;0;;;;46.134401;11.248873;;BASELGA DI PINE';;38042;;Via C. Battisti nr. ;113
94;;POSTA DI SOVER;False;;posta;;;;0;+39 0461 698015;;;46.222707;11.313039;;SOVER;;38048;;STRADON DI SOVER, ;19
95;;BAR STELLA;False;;bar;;;;0;;;;46.147949;11.187904;;ALBIANO;;38041;;via S.Antonio n.;82
96;;Albiangomme;False;;negozio;;;;0;;;;46.146529;11.202175;;ALBIANO;;38041;;Via Roma n. ;57
97;;ALLE PIRAMIDI;False;;ristorante;;;;0;+39 0461 686106;www.piramidihotel.it;;46.187355;11.2584;;STEDRO;;38047;;FRAZIONE SCANCIO, Fraz. SCANCIO ;24
98;;Famiglia Cooperativa;False;;alimentari;;;;0;;;;46.17533;11.220294;;CEMBRA;;38034;;Piazza Marconi, ;3
99;;Linard;False;;bar;;;;0;;;;46.224065;11.312398;;SOVER;;38048;;Stradon di Sover, ;25
100;;Bar Vico;False;;bar;;;;0;;;;46.175317;11.220597;;CEMBRA;;38034;;Piazza Marconi, ;6
101;;TORREFAZIONE TRIVENETA;False;;prodottitipici;;;;0;;;;46.16151;11.303131;;BEDOLLO;;38043;;Fraz. Centrale, Via G.Verdi, ;47
102;;Nord Salotto ;False;;casalinghi;;;;0;;;;46.145589;11.201257;;ALBIANO;;38041;;Via Roma ;132
103;;FARMACIA DR.SSA CREMONESI (ALBIANO);False;;farmacia;;;;0;+39 0461 689766;;;46.142534;11.195582;;ALBIANO;;38041;;VIA ROMA, 17/a ALBIANO.;
104;;Serraia;False;;bar;;;;0;;;;46.134609;11.249133;;BASELGA DI PINE';;38042;;Via della Serraia, ;3
105;;Calzature Molinari;False;;abbigliamento;;;;0;;;;46.088699;11.180879;;CIVEZZANO;;38061;;Via Roma, ;16
106;;LIDL;False;;alimentari;;;;0;;;;46.083337;11.199099;;CIVEZZANO;;38052;;FRAZIONE MOCHENA,     4/A.;
107;;Happy Ranch Saloon;False;;bar;;;;0;;;;46.194559;11.208489;;CEMBRA;;38034;;Loc. Lago Santo;
108;;DR.SSA DANILA MATTIVI (CIVEZZANO);False;;dentista;;;;0;+39 0461 859123;;;46.088502;11.186546;;CIVEZZANO;;38045;;VIA FERSINA AVISIO, ;26
109;;MALGA STRAMAIOLO;False;;agriturismo;;;;0;+39 320 2357902;www.malgastramaiolo.it;;46.15909;11.328551;;BEDOLLO;;38043;;LOC. MALGA STRAMAIOLO;
110;;Bar piccolo paradiso;False;;bar;;;;0;+39 0461557273 ;;;46.133806;11.257112;;BASELGA DI PINÉ;;38042;;Via Lido 27/1.;
111;;HOTEL TIROL NATURAL IDYLL;False;;hotel;;;;0;+39 0461 698377;www.hotel-tirol.it;;46.2173;11.3267;;SOVER;;38048;;VIA CAP. DOMENICO SANTUARI, ;3
112;;Al Bivio;False;;bar;;;;0;;;;46.130073;11.244584;;BASELGA DI PINE';;38042;;Via C.Battisti, ;28
113;;Tabacchino Zangrando;False;;tabacchino;;;;0;;;;46.157135;11.152254;;GIOVO;;38035;;fraz. Verla, Via del Rizzol, 4/A.;
114;;Malga Stramaiolo;False;;agriturismo;;;;0;;;;46.132492;11.246988;;;;;;;
115;;SAVOI MARIA GRAZIA;False;;appartamentovacanze;;;;0;+39 0461 682285 ;;;46.1811;11.2363;;;;38030;;Via Beghei, ;5
116;;TABACCHI CARESIA SERENA;False;;tabacchino;;;;0;;;;46.117138;11.205357;;FORNACE;;38040;;Via dei Mori, ;5
117;;Ioriatti Liliana;False;;alimentari;;;;0;;;;46.141688;11.258524;;BASELGA DI PINE';;38042;;Frazione Sternigolago ;69
118;;Scuola elementare ;False;;servizimunicipali;;;;0;+39 0461 602087 ;;;46.131337;11.241507;;BASELGA DI PINÉ;;38042;;Via Scuole, ;15
119;;MUNICIPIO DI SOVER;False;;servizimunicipali;;;;0;+39 0461 698023;;;46.22117;11.315841;;SOVER;;38048;;P.ZZA S. LORENZO, SOVER ;12
120;;BORTOLOTTI ARMANDO;False;;appartamentovacanze;;;;0;+39 0461 557370;;;46.1325;11.2377;;;;38042;;Via Municipio Vecchio, ;8
121;;NADIA (BASELGA DI PINE');False;;parrucchiera;;;;0;+39 0461 558818;;;46.096076;11.234635;;BASELGA DI PINE';;38042;;VIA TARGA, Fraz. MONTAGNAGA ;43
122;;Negozio Alles Sport;False;;negoziosport;;;;0;+39 0461 557095;;;46.133159;11.245612;;BASELGA DI PINÉ;;38042;;Corso Roma,  ;41
123;;Gourmet Relais & Maso Franch;False;;bar;;;;0;+39 0461 245533;www.masofranch.it;;46.143058;11.118222;;GIOVO;;38030;;Maso Franch, ;2
124;;AL LAGO;False;;ristorante;;;;0;+39 0461 689207;;;46.144035;11.218902;;LONA-LASES;;38040;;Fr. Lases, Via Nazionale, ;16
125;;Sport;False;;bar;;;;0;;;;46.132016;11.243678;;BASELGA DI PINE';;38042;;Corso Roma, ;7
126;;Tondini Mattia;False;;alimentari;;;;0;;;;46.098565;11.23632;;BASELGA DI PINE';;38042;;Fr. Montagnaga Via Pergine nr. ;12
127;;SERGIO;False;;ristorante;;;;0;+39 0461 557124;www.pizzeriasergio.it   www.pizzeriaristorantesergio.com;;46.135142;11.249391;;BASELGA DI PINE';;38042;;Viale della Serraia, 7/a.;
128;;BAR GENZIANELLA ;False;;bar;;;;0;;;;46.154355;11.309748;;BEDOLLO;;38043;;Fraz. Regnana, Via A.Diaz, ;6
129;;BAR SPORT (ALBIANO);False;;bar;;;;0;+39 0461 689610;;;46.144957;11.192857;;ALBIANO;;38041;;VIA S. ANTONIO, ;7
130;;Negozio Molinari Sport ;False;;negoziosport;;;;0;+39 0461 858543;;;46.088693;11.180866;;CIVEZZANO;;38045;;Via Roma, ;18
131;;HOTEL PINETA;False;;hotel;;;;0;+39 0461 556642;www.infopineta.it;;46.1549;11.286;;BEDOLLO;;38043;;Loc. Lago delle Piazze;
132;;BAR AL LAGO DELLE BUSE;False;;bar;;;;0;;;;46.180313;11.32333;;BEDOLLO;;38043;;Fraz. Brusago, Via S.G. Bosco, ;9
133;;PALACURLING;False;;stadioghiaccio;;;;0;+39 0461 602087 ;;;46.176205;11.212296;;CEMBRA;;38034;;Loc. Stont;
134;;Lions' Cafè;False;;bar;;;;0;;;;46.131443;11.246644;;BASELGA DI PINE';;38042;;Via C.Battisti, ;40
135;;MARZADRI MARIA;False;;appartamentovacanze;;;;0;+39 0461 558892 ;;;46.1436;11.2608;;;;38042;;Fr. Rizzolaga, ;2
136;;AGRITUR MASO VAL FRAJA;False;Collocato in località Val Fraia del comune di Cembra, l'agritur offre ospitalità sia in stanze sia in appartamenti di recente realizzazione. A disposizione degli ospiti c'è un locale in comune per la predisposizione delle colazioni.;agriturismo;;;;0;+39 0461 680096;;;46.1702;11.2148;;CEMBRA;;38034;;LOC. VAL FRAIA, ;2
137;;Il forno Holler;False;;alimentari;;;;0;;;;46.175676;11.222145;;CEMBRA;;38034;;Piazza S.Rocco, ;7
138;;R.T.A. MONTECHIARA;False;;hotel;;;;0;+39 0461 557140;www.montechiara.it;;46.1494;11.2688;;BASELGA DI PINE';;38042;;CAMPOLONGO, Fraz. CAMPOLONGO ;120
139;;Bar al Portec;False;;bar;;;;0;;;;46.156111;11.153293;;GIOVO;;38030;;Fraz. Verla, Via principe umberto, ;49
140;;MARYALEX (FAVER);False;;parrucchiera;;;;0;+39 0461 682124;;;46.181283;11.23687;;FAVER;;38030;;VIA PERLAIA, ;30
141;;Renata Mode;False;;abbigliamento;;;;0;;;;46.132577;11.244665;;BASELGA DI PINE';;38042;;Corso Roma nr. ;33
